id,date,age,order,condition,stage,trial,sub_trial,probe,lure,stim_cols,stim_oris,trial_time,judgement,target_ori,response_ori,non_target_1,non_target_2
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,24,3,red,green,orange-red-yellow,26.0-144.0-37.0,7.447895,1,144,131.0,26.0,37.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,25,3,purple,red,pink-purple-orange,69.0-141.0-102.0,9.685074,1,141,116.0,69.0,102.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,26,3,purple,yellow,red-orange-purple,38.0-66.0-85.0,7.559599,1,85,59.0,38.0,66.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,27,3,blue,red,blue-yellow-green,7.0-104.0-159.0,8.353293,1,7,54.0,104.0,159.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,28,3,orange,red,purple-cyan-orange,43.0-97.0-142.0,7.019508,1,142,63.0,43.0,97.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,29,3,cyan,green,orange-purple-cyan,73.0-90.0-40.0,7.540524,1,40,68.0,73.0,90.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,30,3,yellow,purple,pink-yellow-orange,6.0-95.0-173.0,8.540062,1,95,68.0,6.0,173.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,31,3,green,cyan,green-purple-yellow,101.0-24.0-68.0,6.85256,1,101,68.0,24.0,68.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,32,3,purple,green,red-purple-cyan,16.0-132.0-51.0,7.559988,1,132,60.0,16.0,51.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,33,3,pink,cyan,blue-pink-green,75.0-167.0-133.0,9.87192,0,167,115.0,75.0,133.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,34,3,cyan,green,blue-cyan-pink,110.0-39.0-54.0,8.352011,1,39,69.0,110.0,54.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,35,3,cyan,orange,cyan-red-green,114.0-85.0-42.0,7.436481,1,114,63.0,85.0,42.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,36,3,blue,red,yellow-pink-blue,127.0-147.0-178.0,7.519919,1,178,65.0,127.0,147.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,37,3,red,cyan,green-pink-red,17.0-60.0-79.0,9.164659,0,79,61.0,17.0,60.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,38,3,red,green,cyan-orange-red,27.0-160.0-87.0,7.01943,1,87,72.0,27.0,160.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,39,3,cyan,orange,yellow-cyan-pink,88.0-136.0-103.0,7.914754,1,136,81.0,88.0,103.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,40,3,purple,pink,red-cyan-purple,31.0-155.0-126.0,7.247346,1,126,127.0,31.0,155.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,41,3,blue,red,blue-orange-green,174.0-101.0-154.0,7.64376,1,174,135.0,101.0,154.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,42,3,yellow,blue,yellow-cyan-purple,98.0-121.0-53.0,8.206588,1,98,60.0,121.0,53.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,43,3,yellow,red,blue-yellow-pink,102.0-145.0-65.0,7.602486,1,145,121.0,102.0,65.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,44,3,cyan,pink,cyan-orange-green,77.0-118.0-58.0,9.623253,1,77,112.0,118.0,58.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,45,3,yellow,orange,yellow-green-purple,24.0-39.0-82.0,12.331761,1,24,117.0,39.0,82.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,46,3,red,pink,red-blue-purple,167.0-125.0-66.0,9.372121,1,167,127.0,125.0,66.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,47,3,green,pink,blue-green-purple,98.0-20.0-33.0,7.728589,1,20,37.0,98.0,33.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,48,3,orange,green,orange-pink-blue,140.0-38.0-74.0,7.753796,1,140,52.0,38.0,74.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,49,3,red,green,yellow-cyan-red,98.0-132.0-59.0,8.893801,0,59,110.0,98.0,132.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,50,3,purple,green,purple-pink-yellow,33.0-121.0-67.0,7.664123,1,33,58.0,121.0,67.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,51,3,purple,red,purple-orange-pink,77.0-51.0-159.0,7.060992,1,77,68.0,51.0,159.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,52,3,blue,yellow,pink-purple-blue,160.0-116.0-90.0,7.97662,0,90,66.0,160.0,116.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,53,3,red,green,red-pink-yellow,88.0-19.0-62.0,9.93625,1,88,72.0,19.0,62.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,54,3,cyan,orange,cyan-purple-pink,138.0-106.0-2.0,9.352265,1,138,125.0,106.0,2.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,55,3,cyan,purple,green-orange-cyan,44.0-81.0-111.0,8.435166,1,111,72.0,44.0,81.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,56,3,cyan,green,blue-orange-cyan,81.0-100.0-22.0,7.93658,1,22,61.0,81.0,100.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,57,3,red,purple,green-orange-red,64.0-74.0-118.0,7.498359,0,118,59.0,64.0,74.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,58,3,cyan,green,cyan-orange-yellow,14.0-128.0-159.0,7.707212,1,14,47.0,128.0,159.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,59,3,blue,red,green-orange-blue,28.0-90.0-46.0,7.665284,1,46,48.0,28.0,90.0
precision_17,2016_Nov_30_1151,29,SP-SD,dual,test,60,3,red,orange,blue-purple-red,119.0-74.0-167.0,7.685348,1,167,116.0,119.0,74.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,1,3,blue,pink,blue-orange-yellow,148.0-38.0-169.0,11.893769,1,148,152.0,38.0,169.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,2,3,cyan,blue,cyan-pink-orange,10.0-39.0-152.0,8.14446,1,10,48.0,39.0,152.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,3,3,blue,orange,green-red-blue,119.0-25.0-140.0,8.186364,1,140,107.0,119.0,25.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,4,3,yellow,green,yellow-blue-purple,94.0-129.0-114.0,7.477058,1,94,103.0,129.0,114.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,5,3,yellow,red,yellow-orange-cyan,28.0-45.0-113.0,7.311654,1,28,46.0,45.0,113.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,6,3,purple,pink,blue-purple-green,101.0-43.0-149.0,7.52398,1,43,62.0,101.0,149.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,7,3,cyan,blue,pink-purple-cyan,13.0-130.0-44.0,8.686049,1,44,44.0,13.0,130.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,8,3,red,cyan,red-orange-purple,23.0-64.0-174.0,8.665042,1,23,50.0,64.0,174.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,9,3,pink,orange,green-yellow-pink,109.0-17.0-163.0,9.748801,1,163,161.0,109.0,17.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,10,3,cyan,red,cyan-purple-blue,117.0-25.0-106.0,12.289545,1,117,111.0,25.0,106.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,11,3,blue,orange,yellow-green-blue,54.0-107.0-148.0,8.415421,0,148,55.0,54.0,107.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,12,3,cyan,yellow,blue-cyan-orange,129.0-169.0-83.0,7.269885,1,169,117.0,129.0,83.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,13,3,purple,green,purple-red-pink,43.0-140.0-108.0,7.248539,1,43,42.0,140.0,108.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,14,3,orange,pink,blue-red-orange,44.0-106.0-68.0,8.228066,1,68,68.0,44.0,106.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,15,3,cyan,blue,green-orange-cyan,26.0-155.0-142.0,7.874144,1,142,140.0,26.0,155.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,16,3,red,purple,cyan-yellow-red,146.0-28.0-17.0,8.978234,1,17,29.0,146.0,28.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,17,3,pink,cyan,pink-red-blue,22.0-114.0-132.0,8.352931,1,22,25.0,114.0,132.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,18,3,pink,red,pink-orange-green,134.0-171.0-120.0,8.207487,1,134,160.0,171.0,120.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,19,3,cyan,yellow,orange-cyan-pink,63.0-141.0-102.0,9.061331,1,141,163.0,63.0,102.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,20,3,green,blue,yellow-orange-green,8.0-83.0-135.0,10.373145,1,135,142.0,8.0,83.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,21,3,yellow,pink,orange-yellow-blue,155.0-87.0-47.0,6.978159,1,87,83.0,155.0,47.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,22,3,orange,pink,blue-orange-red,119.0-154.0-172.0,12.000393,1,154,150.0,119.0,172.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,23,3,yellow,cyan,red-yellow-purple,113.0-131.0-13.0,10.456601,1,131,106.0,113.0,13.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,24,3,orange,blue,purple-orange-red,36.0-98.0-133.0,6.975608,1,98,102.0,36.0,133.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,25,3,cyan,orange,pink-purple-cyan,145.0-1.0-118.0,7.248382,1,118,83.0,145.0,1.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,26,3,red,green,orange-blue-red,13.0-52.0-88.0,8.624102,1,88,102.0,13.0,52.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,27,3,pink,purple,orange-green-pink,89.0-107.0-68.0,8.019366,1,68,101.0,89.0,107.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,28,3,pink,yellow,pink-orange-red,29.0-87.0-13.0,8.749143,1,29,86.0,87.0,13.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,29,3,pink,yellow,green-cyan-pink,40.0-77.0-168.0,9.748349,1,168,167.0,40.0,77.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,30,3,pink,orange,purple-red-pink,104.0-2.0-61.0,7.207217,1,61,72.0,104.0,2.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,31,3,red,orange,cyan-green-red,169.0-77.0-141.0,7.728126,1,141,122.0,169.0,77.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,32,3,yellow,cyan,red-green-yellow,71.0-146.0-32.0,6.644912,1,32,73.0,71.0,146.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,33,3,green,purple,orange-green-cyan,1.0-53.0-147.0,8.186172,1,53,68.0,1.0,147.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,34,3,purple,yellow,red-purple-pink,69.0-131.0-19.0,7.102939,1,131,111.0,69.0,19.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,35,3,orange,green,purple-orange-cyan,8.0-65.0-169.0,7.332351,1,65,77.0,8.0,169.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,36,3,pink,blue,purple-orange-pink,150.0-36.0-80.0,7.45713,1,80,78.0,150.0,36.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,37,3,blue,purple,pink-orange-blue,98.0-24.0-52.0,7.435969,1,52,72.0,98.0,24.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,38,3,blue,purple,blue-yellow-orange,123.0-64.0-151.0,8.144506,1,123,121.0,64.0,151.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,39,3,purple,cyan,pink-green-purple,99.0-71.0-140.0,8.290283,1,140,119.0,99.0,71.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,40,3,blue,cyan,blue-orange-green,118.0-175.0-15.0,7.353216,1,118,127.0,175.0,15.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,41,3,green,cyan,yellow-green-blue,84.0-29.0-39.0,9.894618,1,29,49.0,84.0,39.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,42,3,pink,orange,red-cyan-pink,27.0-63.0-164.0,7.644271,1,164,148.0,27.0,63.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,43,3,pink,orange,pink-blue-cyan,13.0-155.0-90.0,7.514693,1,13,34.0,155.0,90.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,44,3,pink,purple,pink-red-cyan,115.0-81.0-96.0,6.498737,1,115,111.0,81.0,96.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,45,3,yellow,blue,purple-yellow-green,123.0-66.0-160.0,7.540348,1,66,60.0,123.0,160.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,46,3,red,pink,purple-orange-red,20.0-59.0-179.0,7.81118,1,179,27.0,20.0,59.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,47,3,green,yellow,cyan-green-orange,69.0-109.0-172.0,6.456765,1,109,101.0,69.0,172.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,48,3,orange,yellow,orange-green-cyan,20.0-9.0-93.0,7.957912,0,20,35.0,9.0,93.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,49,3,yellow,blue,yellow-green-orange,129.0-163.0-43.0,8.186194,1,129,111.0,163.0,43.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,50,3,purple,orange,blue-pink-purple,53.0-160.0-126.0,8.12364,1,126,81.0,53.0,160.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,51,3,green,orange,cyan-red-green,78.0-32.0-154.0,6.998627,1,154,124.0,78.0,32.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,52,3,purple,blue,purple-red-green,176.0-135.0-47.0,11.935897,1,176,179.0,135.0,47.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,53,3,red,yellow,green-red-blue,6.0-107.0-162.0,6.957057,1,107,98.0,6.0,162.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,54,3,cyan,green,cyan-yellow-pink,80.0-60.0-90.0,6.686643,1,80,85.0,60.0,90.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,55,3,red,orange,cyan-pink-red,128.0-138.0-28.0,7.478164,1,28,36.0,128.0,138.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,56,3,cyan,pink,green-orange-cyan,136.0-155.0-1.0,8.706575,1,1,167.0,136.0,155.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,57,3,pink,cyan,orange-blue-pink,96.0-61.0-144.0,9.935993,1,144,74.0,96.0,61.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,58,3,cyan,red,purple-cyan-pink,46.0-167.0-60.0,7.352982,1,167,135.0,46.0,60.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,59,3,green,blue,purple-pink-green,148.0-37.0-55.0,8.207873,1,55,58.0,148.0,37.0
precision_18,2016_Dec_01_0900,21,SD-SP,single,test,60,3,yellow,blue,cyan-purple-yellow,114.0-60.0-127.0,6.936718,1,127,119.0,114.0,60.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,1,3,green,blue,green-purple-orange,59.0-8.0-44.0,6.874392,1,59,50.0,8.0,44.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,2,3,blue,green,cyan-yellow-blue,4.0-121.0-168.0,7.248877,1,168,147.0,4.0,121.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,3,3,purple,orange,green-blue-purple,5.0-61.0-92.0,6.999208,1,92,96.0,5.0,61.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,4,3,yellow,green,pink-yellow-blue,16.0-42.0-151.0,6.884873,1,42,48.0,16.0,151.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,5,3,blue,purple,blue-yellow-orange,39.0-137.0-23.0,6.936146,1,39,61.0,137.0,23.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,6,3,cyan,pink,orange-cyan-blue,18.0-123.0-172.0,7.102345,1,123,104.0,18.0,172.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,7,3,cyan,purple,green-orange-cyan,74.0-135.0-58.0,6.831339,1,58,73.0,74.0,135.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,8,3,red,pink,cyan-red-purple,104.0-118.0-61.0,6.561026,1,118,102.0,104.0,61.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,9,3,pink,red,green-purple-pink,59.0-113.0-19.0,7.207476,1,19,35.0,59.0,113.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,10,3,green,pink,green-purple-red,48.0-86.0-121.0,7.685241,1,48,43.0,86.0,121.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,11,3,cyan,pink,orange-cyan-blue,25.0-148.0-38.0,7.415932,1,148,150.0,25.0,38.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,12,3,orange,purple,green-orange-yellow,35.0-140.0-93.0,8.31031,1,140,133.0,35.0,93.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,13,3,green,orange,green-pink-purple,68.0-150.0-135.0,7.14465,1,68,105.0,150.0,135.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,14,3,purple,orange,yellow-purple-cyan,178.0-8.0-159.0,7.540379,1,8,19.0,178.0,159.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,15,3,red,green,orange-red-pink,7.0-95.0-46.0,6.457327,1,95,99.0,7.0,46.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,16,3,yellow,green,yellow-cyan-pink,77.0-160.0-64.0,6.706857,1,77,67.0,160.0,64.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,17,3,red,purple,red-orange-green,93.0-138.0-30.0,6.790654,1,93,108.0,138.0,30.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,18,3,green,cyan,green-red-pink,113.0-68.0-103.0,6.748104,1,113,104.0,68.0,103.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,19,3,orange,pink,orange-red-blue,59.0-87.0-130.0,6.811652,1,59,71.0,87.0,130.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,20,3,green,orange,yellow-red-green,71.0-147.0-120.0,7.683103,1,120,121.0,71.0,147.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,21,3,purple,pink,purple-cyan-orange,5.0-31.0-93.0,8.373565,1,5,7.0,31.0,93.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,22,3,cyan,pink,cyan-orange-red,80.0-50.0-7.0,6.790866,1,80,79.0,50.0,7.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,23,3,blue,cyan,blue-green-yellow,60.0-47.0-109.0,7.748737,1,60,106.0,47.0,109.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,24,3,purple,blue,purple-yellow-orange,178.0-37.0-129.0,8.226717,1,178,177.0,37.0,129.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,25,3,cyan,red,blue-cyan-orange,61.0-111.0-127.0,6.602639,1,111,76.0,61.0,127.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,26,3,yellow,red,yellow-blue-pink,38.0-175.0-22.0,6.603306,1,38,52.0,175.0,22.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,27,3,red,purple,orange-blue-red,168.0-14.0-154.0,7.580997,1,154,159.0,168.0,14.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,28,3,pink,green,cyan-blue-pink,82.0-151.0-9.0,7.582312,1,9,20.0,82.0,151.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,29,3,cyan,pink,red-orange-cyan,36.0-110.0-142.0,7.394551,1,142,130.0,36.0,110.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,30,3,cyan,orange,cyan-yellow-pink,113.0-15.0-77.0,6.310241,1,113,112.0,15.0,77.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,31,3,purple,orange,purple-cyan-pink,166.0-20.0-39.0,7.165675,1,166,144.0,20.0,39.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,32,3,red,cyan,red-blue-pink,179.0-165.0-114.0,7.811263,1,179,159.0,165.0,114.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,33,3,cyan,purple,red-cyan-pink,142.0-82.0-15.0,6.748632,1,82,73.0,142.0,15.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,34,3,purple,yellow,purple-green-red,102.0-146.0-171.0,7.375275,1,102,109.0,146.0,171.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,35,3,cyan,orange,yellow-blue-cyan,92.0-166.0-24.0,8.039908,1,24,60.0,92.0,166.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,36,3,red,blue,red-yellow-cyan,80.0-27.0-111.0,6.415732,1,80,84.0,27.0,111.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,37,3,purple,blue,orange-purple-pink,132.0-12.0-109.0,7.436012,1,12,50.0,132.0,109.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,38,3,green,red,green-cyan-pink,88.0-41.0-27.0,6.6861,1,88,102.0,41.0,27.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,39,3,blue,yellow,blue-red-pink,121.0-99.0-144.0,6.915232,1,121,131.0,99.0,144.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,40,3,cyan,red,pink-orange-cyan,84.0-28.0-97.0,8.269733,0,97,79.0,84.0,28.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,41,3,cyan,pink,orange-green-cyan,171.0-65.0-140.0,6.748597,1,140,128.0,171.0,65.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,42,3,orange,pink,cyan-orange-green,113.0-26.0-70.0,6.873171,1,26,37.0,113.0,70.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,43,3,cyan,pink,cyan-yellow-red,61.0-109.0-78.0,6.477778,1,61,81.0,109.0,78.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,44,3,yellow,purple,yellow-blue-red,98.0-157.0-117.0,6.791336,1,98,109.0,157.0,117.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,45,3,purple,orange,yellow-pink-purple,124.0-44.0-82.0,6.019729,1,82,100.0,124.0,44.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,46,3,yellow,red,yellow-pink-blue,17.0-145.0-55.0,7.643922,1,17,23.0,145.0,55.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,47,3,orange,red,cyan-green-orange,47.0-142.0-176.0,7.602953,1,176,169.0,47.0,142.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,48,3,orange,cyan,purple-green-orange,174.0-71.0-81.0,6.582215,1,81,82.0,174.0,71.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,49,3,purple,green,yellow-purple-blue,138.0-50.0-13.0,8.832381,1,50,44.0,138.0,13.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,50,3,purple,orange,purple-cyan-red,55.0-36.0-108.0,6.499429,1,55,81.0,36.0,108.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,51,3,yellow,blue,purple-yellow-green,157.0-125.0-108.0,6.602784,1,125,122.0,157.0,108.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,52,3,blue,red,cyan-green-blue,155.0-47.0-79.0,6.936722,1,79,80.0,155.0,47.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,53,3,purple,red,green-purple-cyan,166.0-69.0-54.0,6.560771,1,69,70.0,166.0,54.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,54,3,cyan,purple,cyan-red-orange,73.0-172.0-155.0,6.749114,1,73,117.0,172.0,155.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,55,3,yellow,pink,cyan-blue-yellow,14.0-128.0-46.0,6.331307,1,46,62.0,14.0,128.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,56,3,yellow,cyan,red-orange-yellow,71.0-20.0-124.0,6.790164,1,124,114.0,71.0,20.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,57,3,pink,green,yellow-blue-pink,141.0-15.0-71.0,7.227878,1,71,118.0,141.0,15.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,58,3,green,cyan,red-yellow-green,22.0-175.0-52.0,7.623374,1,52,61.0,22.0,175.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,59,3,pink,purple,pink-blue-yellow,170.0-53.0-103.0,7.31801,1,170,148.0,53.0,103.0
precision_18,2016_Dec_01_0900,21,SD-SP,dual,test,60,3,yellow,pink,yellow-red-green,129.0-1.0-52.0,7.27026,1,129,124.0,1.0,52.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,1,3,orange,cyan,blue-pink-orange,149.0-77.0-28.0,13.644263,1,28,115.0,149.0,77.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,2,3,cyan,green,yellow-blue-cyan,39.0-77.0-128.0,8.290105,1,128,62.0,39.0,77.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,3,3,yellow,cyan,yellow-red-purple,96.0-169.0-21.0,8.91551,1,96,53.0,169.0,21.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,4,3,blue,cyan,blue-red-purple,85.0-160.0-63.0,8.227815,1,85,70.0,160.0,63.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,5,3,blue,cyan,red-blue-green,115.0-102.0-65.0,9.810788,0,102,110.0,115.0,65.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,6,3,green,blue,purple-green-yellow,126.0-169.0-152.0,10.289972,1,169,155.0,126.0,152.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,7,3,blue,green,blue-red-yellow,36.0-63.0-4.0,10.926277,1,36,20.0,63.0,4.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,8,3,yellow,blue,cyan-yellow-red,141.0-156.0-76.0,9.019312,1,156,148.0,141.0,76.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,9,3,purple,pink,red-purple-green,57.0-84.0-21.0,8.311172,1,84,59.0,57.0,21.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,10,3,cyan,pink,cyan-yellow-blue,149.0-43.0-103.0,8.62362,1,149,155.0,43.0,103.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,11,3,purple,orange,red-cyan-purple,149.0-115.0-41.0,8.519604,1,41,160.0,149.0,115.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,12,3,green,orange,green-yellow-blue,60.0-155.0-124.0,8.790319,1,60,55.0,155.0,124.0
precision_19,2016_Dec_01_1158,19,SP-SD,single,test,13,3,purple,cyan,purple-orange-yellow,141.0-174.0-122.0,7.998614,1,141,146.0,174.0,122.0
