"id","sequence","condition","cuing_interval","task","response","target","nt1","nt2","nt3"
"16_short","repetition","pure","short","orientation",155.3231368,43.5,187.4,316.3,119.6
"16_short","repetition","pure","short","orientation",238.4412048,344,77.3,181,234.9
"16_short","repetition","pure","short","orientation",150.7511737,114.2,27.1,246.3,305.2
"16_short","repetition","pure","short","orientation",313.5056664,340.8,239.7,285.5,31.7
"16_short","repetition","pure","short","orientation",295.4130061,288.9,82.7,1,200.1
"16_short","repetition","pure","short","orientation",114.2277453,98.5,349.7,224.6,145.3
"16_short","repetition","pure","short","orientation",134.4437478,116.8,277.6,335.8,64.5
"16_short","repetition","pure","short","orientation",80.74245097,38,82.6,247.6,319.5
"16_short","repetition","pure","short","orientation",80.74245097,94.8,206.1,247.3,16.7
"16_short","repetition","pure","short","orientation",212.1957339,347.9,33,272.2,163.3
"16_short","repetition","pure","short","orientation",39.90430008,315.3,125.1,214.4,2.4
"16_short","repetition","pure","short","orientation",41.1616267,276.1,35.9,155.2,108.1
"16_short","repetition","pure","short","orientation",188.904821,182.6,303.3,225.4,52.3
"16_short","repetition","pure","short","orientation",275.1944289,244.9,103.3,162.7,15.1
"16_short","repetition","pure","short","orientation",148.8563515,178.8,280.1,70.5,222.1
"16_short","repetition","pure","short","orientation",51.1614781,62,186.6,126.8,241.2
"16_short","repetition","pure","short","orientation",37.06866798,60.2,322.1,107.8,212.5
"16_short","repetition","pure","short","orientation",254.3289085,239.9,27.4,283,85.8
"16_short","repetition","pure","short","orientation",141.5403858,167.9,221,319.5,67
"16_short","repetition","pure","short","orientation",254.1508455,262.8,318.2,85.6,187.3
"16_short","repetition","pure","short","orientation",141.2156359,5.1,55.5,110.8,282.6
"16_short","repetition","pure","short","orientation",256.3660272,218.8,262.4,169,351.4
"16_short","repetition","pure","short","orientation",20.47515711,15.1,218.3,319.6,125.2
"16_short","repetition","pure","short","orientation",307.5555287,271.3,58.3,189.4,105.9
"16_short","repetition","pure","short","orientation",307.5555287,129.4,307.4,266.8,215.3
"16_short","repetition","pure","short","orientation",52.52382044,70.1,150.9,308.7,217.9
"16_short","repetition","pure","short","orientation",309.9868862,275.6,221.8,103.6,170.9
"16_short","repetition","pure","short","orientation",52.62017245,29.2,223.3,88.9,345.2
"16_short","repetition","pure","short","orientation",325.1831421,227.8,181.5,127.5,54.4
"16_short","repetition","pure","short","orientation",236.3838625,272.8,52.8,214.4,359.3
"16_short","repetition","pure","short","orientation",43.16315557,127.7,336.4,32.8,211.4
"16_short","repetition","pure","short","orientation",223.3108017,222.6,20.6,112.2,156.7
"16_short","repetition","pure","short","orientation",232.1772459,278.8,141.4,40.2,237.8
"16_short","repetition","pure","short","orientation",236.633634,197.6,334,76.4,262.7
"16_short","repetition","pure","short","orientation",42.56679895,22,242.3,326.4,135.2
"16_short","repetition","pure","short","orientation",129.8949096,117.1,348.8,165.5,243.8
"16_short","repetition","pure","short","orientation",35.89612547,260,160.9,16,102.5
"16_short","repetition","pure","short","orientation",234.2461127,324.3,207.4,258,131.1
"16_short","repetition","pure","short","orientation",38.93567469,15.4,281.2,136.7,216.7
"16_short","repetition","pure","short","orientation",117.4397279,7.8,163.4,52.7,267
"16_short","repetition","pure","short","orientation",26.99262368,352.9,41.7,189.8,144.4
"16_short","repetition","pure","short","orientation",277.2180289,271.6,81.2,129.3,353.2
"16_short","repetition","pure","short","orientation",101.3706271,134.1,65.8,234.1,192.4
"16_short","repetition","pure","short","orientation",51.53027183,341.5,259.3,161.1,103.3
"16_short","repetition","pure","short","orientation",122.7995313,193.4,63,271,8.8
"16_short","repetition","pure","short","orientation",220.9717363,208.2,28.8,151.9,96
"16_short","repetition","pure","short","orientation",314.5787151,333.1,117.5,270.2,190.9
"16_short","repetition","pure","short","orientation",203.2710862,214.3,25.3,340.8,298.2
"16_short","repetition","pure","short","orientation",261.4805778,203,95.9,55.9,155
"16_short","repetition","pure","short","orientation",228.932106,248.2,50.8,93.6,324.7
"16_short","repetition","pure","short","orientation",237.0351568,199.4,109.2,261.5,45.2
"16_short","repetition","pure","short","orientation",229.484606,282,165.6,110.1,52.5
"16_short","repetition","pure","short","orientation",72.57850245,165.8,20.7,115.8,331.2
"16_short","repetition","pure","short","orientation",141.2939482,213.3,21.9,287.4,81.9
"16_short","repetition","pure","short","orientation",226.6288249,224.4,277.5,355.1,94.5
"16_short","repetition","pure","short","orientation",121.6805137,133.2,17.1,73,247.5
"16_short","repetition","pure","short","orientation",328.2664808,345.1,209.4,264.4,111
"16_short","repetition","pure","short","orientation",268.7394161,267.3,195.1,145.9,100.4
"16_short","repetition","pure","short","orientation",172.0868087,261.9,104.5,156.3,359.8
"16_short","repetition","pure","short","orientation",264.9575489,152.6,15.5,228.8,59.4
"16_short","repetition","pure","short","orientation",146.9067419,156.6,203.9,91.7,357.9
"16_short","repetition","pure","short","orientation",201.2630155,310.7,240.4,72.2,147.4
"16_short","repetition","pure","short","orientation",123.8367288,74.6,169.1,8.9,212.7
"16_short","repetition","pure","short","orientation",173.0954569,98.5,326,269.6,155.4
"16_short","repetition","pure","short","orientation",323.735317,173.3,217,76.3,337.4
"16_short","repetition","pure","short","orientation",57.85631257,116.9,259.3,58.7,13.5
"16_short","repetition","pure","short","orientation",213.5445239,355.6,193.9,53.6,113.1
"16_short","repetition","pure","short","orientation",38.62860141,300.5,60.6,357.9,141.2
"16_short","repetition","pure","short","orientation",159.0373202,355,97.6,187.4,283.4
"16_short","repetition","pure","short","orientation",140.784257,199.8,69.6,121.7,251.8
"16_short","repetition","pure","short","orientation",323.3362014,194.1,53.9,299.6,253.8
"17_short","switch","pure","short","orientation",178.9723832,168.7,287.5,338.5,31.9
"17_short","repetition","pure","short","orientation",302.9052429,10,323,100.3,236.5
"17_short","repetition","pure","short","orientation",218.2021175,189,243.3,64.9,131.3
"17_short","repetition","pure","short","orientation",229.3125031,204.3,251.6,157.4,358.9
"17_short","repetition","pure","short","orientation",208.1196698,197.3,318.8,128.1,77.1
"17_short","repetition","pure","short","orientation",39.02998402,47.5,5.1,149.1,97.6
"17_short","repetition","pure","short","orientation",290.3693133,309.8,153.4,258.4,217.6
"17_short","repetition","pure","short","orientation",183.3997142,174.1,53.9,248.5,330.3
"17_short","repetition","pure","short","orientation",169.0113489,172.7,10.3,96.2,289.3
"17_short","repetition","pure","short","orientation",42.32813541,65.1,356.6,110.8,281.7
"17_short","repetition","pure","short","orientation",144.0902769,113.3,52.7,173.4,299.9
"17_short","repetition","pure","short","orientation",249.8552371,257.5,215.4,328.4,95.9
"17_short","repetition","pure","short","orientation",342.0720802,319.7,96.8,4.3,226.3
"17_short","repetition","pure","short","orientation",36.28254304,130.5,46.3,350.9,207.3
"17_short","repetition","pure","short","orientation",30.1184703,21.7,131.9,70.5,181
"17_short","repetition","pure","short","orientation",126.2094568,129.5,287.5,246.3,188.4
"17_short","repetition","pure","short","orientation",136.0809242,118.1,48.5,173.5,307.2
"17_short","repetition","pure","short","orientation",49.21417852,129.9,246.4,306.1,28.1
"17_short","repetition","pure","short","orientation",37.03038961,51.4,268.3,187.6,122.4
"17_short","repetition","pure","short","orientation",256.6075022,238.7,345.5,280.6,36.1
"17_short","repetition","pure","short","orientation",289.7079788,278.6,18.7,226.7,117.6
"17_short","repetition","pure","short","orientation",200.0715259,206.5,158.1,312.7,64.9
"17_short","repetition","pure","short","orientation",289.5731258,287.8,35.1,328.6,209.6
"17_short","repetition","pure","short","orientation",180.7489218,8.8,173.9,311.7,120.5
"17_short","repetition","pure","short","orientation",212.0317868,214.6,327.5,122,24.1
"17_short","repetition","pure","short","orientation",96.92721813,137.6,206.1,63.4,342
"17_short","repetition","pure","short","orientation",233.3929252,18.6,201.1,335.1,116.1
"17_short","repetition","pure","short","orientation",46.49758774,63.3,210.2,306,118
"17_short","repetition","pure","short","orientation",310.5704407,323.8,52.9,263.6,168.8
"17_short","repetition","pure","short","orientation",254.3577535,258.7,109.1,325.7,208.2
"17_short","repetition","pure","short","orientation",135.6295986,138,59.7,261.1,191.4
"17_short","repetition","pure","short","orientation",301.8956739,303.3,137.3,343.9,214.6
"17_short","repetition","pure","short","orientation",48.88790956,37.9,89.1,319.9,228.2
"17_short","repetition","pure","short","orientation",352.0928373,343.4,42.7,236.1,189.1
"17_short","repetition","pure","short","orientation",270.7605188,264.7,181.3,51.2,352.7
"17_short","repetition","pure","short","orientation",319.4295593,341.3,154.5,105.8,64.2
"17_short","repetition","pure","short","orientation",51.74169729,75.6,249.1,176,342.5
"17_short","repetition","pure","short","orientation",214.5371208,200.6,345.9,121.2,28.3
"17_short","repetition","pure","short","orientation",234.162347,201.1,157.8,24.2,336.8
"17_short","repetition","pure","short","orientation",305.2563587,294.4,197.2,113.1,155.2
"17_short","repetition","pure","short","orientation",137.6224015,127.4,50.7,317.2,270.4
"17_short","repetition","pure","short","orientation",271.3322199,284.6,68.6,220.3,111.1
"17_short","repetition","pure","short","orientation",227.7851664,243.6,23.8,144.5,292.6
"17_short","repetition","pure","short","orientation",43.46222762,219.6,42.1,156.2,327.9
"17_short","repetition","pure","short","orientation",22.29362916,21.1,96.4,322.8,160.9
"17_short","repetition","pure","short","orientation",146.6829466,190.7,75.4,271.9,15.5
"17_short","repetition","pure","short","orientation",134.1987127,158.7,334.7,50.7,267.8
"17_short","repetition","pure","short","orientation",139.4282088,143.1,261.3,38.3,342
"17_short","repetition","pure","short","orientation",274.5739213,267.5,307.7,146.8,44.9
"17_short","repetition","pure","short","orientation",321.6666599,333.4,65.4,152.4,223.7
"17_short","repetition","pure","short","orientation",155.4563138,159.3,29.2,237.1,85.5
"17_short","repetition","pure","short","orientation",239.3412371,200.7,132.2,339.8,82.9
"17_short","repetition","pure","short","orientation",138.8140748,132.8,292.4,185.1,13.8
"17_short","repetition","pure","short","orientation",325.3992381,320.5,206.9,271.7,21.1
"17_short","repetition","pure","short","orientation",38.21535061,33.6,212.8,267,331.6
"17_short","repetition","pure","short","orientation",39.94110196,34.4,116.9,203.8,325.5
"17_short","repetition","pure","short","orientation",337.0564335,11.8,244.9,287.3,165.5
"17_short","repetition","pure","short","orientation",232.4773303,228.9,123.7,7.6,297.2
"17_short","repetition","pure","short","orientation",143.0142364,169.3,210.9,60.2,338.2
"17_short","repetition","pure","short","orientation",28.03728216,33.2,291.7,163.9,78.1
"17_short","repetition","pure","short","orientation",178.3476953,173.3,354.9,67.1,235.5
"17_short","repetition","pure","short","orientation",168.8961666,199.3,304.1,54.8,3.9
"17_short","repetition","pure","short","orientation",300.7792297,239.8,126.2,38.5,171.6
"17_short","repetition","pure","short","orientation",64.05100873,40,219.7,130.7,172.4
"17_short","repetition","pure","short","orientation",322.8152935,345.6,146.8,42.6,187.1
"17_short","repetition","pure","short","orientation",51.98848973,36,310.5,86.2,262
"17_short","repetition","pure","short","orientation",45.53214364,38.6,220.1,85.4,261.7
"17_short","repetition","pure","short","orientation",56.23571518,42.5,161.7,304,263.3
"17_short","repetition","pure","short","orientation",157.529398,207.4,259.5,330.1,154
"17_short","repetition","pure","short","orientation",37.87498365,46.1,244,164.7,342.1
"17_short","repetition","pure","short","orientation",180.5256346,180.2,89.8,314.2,139.2
"17_short","repetition","pure","short","orientation",59.27086861,92.6,31.2,284.8,144.2
"17_short","repetition","pure","short","orientation",37.75385111,11.7,160.6,68.2,305.8
"17_short","repetition","pure","short","orientation",90.78125766,90,35.2,187.6,144.6
"17_short","repetition","pure","short","orientation",331.959847,335.8,271.3,151.1,215.5
"17_short","repetition","pure","short","orientation",206.4276515,217.9,126.7,328,287.2
"17_short","repetition","pure","short","orientation",300.2756898,307.2,0.1,148.3,225.9
"17_short","repetition","pure","short","orientation",208.8948579,214.8,29.1,323.6,82.2
"17_short","repetition","pure","short","orientation",41.65420881,158.3,258.5,66.9,203.5
"17_short","repetition","pure","short","orientation",336.3368593,339.6,254.5,154.7,101.8
"17_short","repetition","pure","short","orientation",39.69907348,63.5,158,239.9,199.7
"17_short","repetition","pure","short","orientation",79.60266648,71.1,177.8,222.5,335.2
"17_short","repetition","pure","short","orientation",153.1808672,161.6,16.3,116,69.4
"17_short","repetition","pure","short","orientation",242.4577169,246.3,287.9,176.5,84.3
"17_short","repetition","pure","short","orientation",146.9186297,150.3,35.5,204.9,321
"17_short","repetition","pure","short","orientation",141.8427734,133.3,63.4,198.4,267.3
"17_short","repetition","pure","short","orientation",209.5536836,170,279.2,227.2,330.2
"17_short","repetition","pure","short","orientation",65.13630343,62.2,241.3,346.4,162.5
"17_short","repetition","pure","short","orientation",49.87690629,63.6,254.9,202.2,327.9
"17_short","repetition","pure","short","orientation",126.0475267,121,225.3,266.1,316.4
"17_short","repetition","pure","short","orientation",47.6195488,55.7,315.7,272.6,116.7
"17_short","repetition","pure","short","orientation",304.6583547,301.8,251,18,135.1
"17_short","repetition","pure","short","orientation",124.5839717,126.9,284.6,228.9,180.1
"17_short","repetition","pure","short","orientation",268.2865347,270.5,141.4,93.4,9.3
"17_short","repetition","pure","short","orientation",13.16105287,352.6,311.5,174.1,87.2
"17_short","repetition","pure","short","orientation",234.7436413,238.2,328.2,92,34.8
"17_short","repetition","pure","short","orientation",138.2541161,163.7,54.5,101.3,310.7
"17_short","repetition","pure","short","orientation",130.2521119,104.2,358,151.7,245.1
"17_short","repetition","pure","short","orientation",31.712936,40.2,157.6,227.4,272.8
"18_short","switch","pure","short","orientation",138.8654612,235.7,69.1,148.8,23.3
"18_short","repetition","pure","short","orientation",358.6306406,24.8,168,246.5,315.2
"18_short","repetition","pure","short","orientation",29.0064159,34.9,188,116.4,231.8
"18_short","repetition","pure","short","orientation",136.5118543,133.8,246.6,82.5,344.3
"18_short","repetition","pure","short","orientation",97.67621475,146,186.2,348.3,276.5
"18_short","repetition","pure","short","orientation",323.7216978,318.6,51.9,183.9,240.4
"18_short","repetition","pure","short","orientation",16.83747263,350.5,169.8,255.2,113.1
"18_short","repetition","pure","short","orientation",39.77509462,201.6,140.9,264,336.6
"18_short","repetition","pure","short","orientation",325.0841963,254.7,301.2,161.1,120.2
"18_short","repetition","pure","short","orientation",43.3423854,66.4,126.2,317,167
"18_short","repetition","pure","short","orientation",137.1210964,149.5,228.1,55.4,15.1
"18_short","repetition","pure","short","orientation",328.6168089,339.5,175.6,298.9,102.8
"18_short","repetition","pure","short","orientation",174.1113913,167.2,341,122.7,271.3
"18_short","repetition","pure","short","orientation",121.2637317,101.5,13,234.5,277.8
"18_short","repetition","pure","short","orientation",299.3841571,44.3,265.1,331.7,212.7
"18_short","repetition","pure","short","orientation",42.93449008,34.1,200.8,307.8,124.8
"18_short","repetition","pure","short","orientation",126.0273734,114.7,190.4,0.3,247.2
"18_short","repetition","pure","short","orientation",324.575869,278.3,75.7,121.2,194.7
"18_short","repetition","pure","short","orientation",326.7823251,262.6,50.2,180.1,354
"18_short","repetition","pure","short","orientation",36.91941862,262.2,115.9,200.7,51.3
"18_short","repetition","pure","short","orientation",129.0011045,101.1,262.5,322.6,20.6
"18_short","repetition","pure","short","orientation",126.9267951,202.1,353.7,80.7,156.3
"18_short","repetition","pure","short","orientation",323.0357107,274.3,133.8,43,354.6
"18_short","repetition","pure","short","orientation",323.0357107,28.5,231.7,315.2,164.9
"18_short","repetition","pure","short","orientation",37.52266969,325.2,54.6,247,146.7
"18_short","repetition","pure","short","orientation",133.9455955,149.5,45.4,305.2,207.3
"18_short","repetition","pure","short","orientation",331.7537943,307.5,113.8,72.4,214.9
"18_short","repetition","pure","short","orientation",97.83761368,201.7,155.9,74.6,290.4
"18_short","repetition","pure","short","orientation",138.9182489,16.7,75.8,283.3,327.6
"18_short","repetition","pure","short","orientation",312.62167,291.7,157.5,104,349.4
"18_short","repetition","pure","short","orientation",146.9854141,58,261.4,323.7,195.1
"18_short","repetition","pure","short","orientation",321.2613263,218.9,27.3,310.9,87.7
"18_short","repetition","pure","short","orientation",219.2176077,281.8,113.2,24.8,182
"18_short","repetition","pure","short","orientation",220.4562423,72.3,164.1,112.9,332.4
"18_short","repetition","pure","short","orientation",52.68552715,28.3,100.3,212.5,261
"18_short","repetition","pure","short","orientation",327.4824894,278.4,173.7,52.3,230
"18_short","repetition","pure","short","orientation",210.7974412,304.4,349.5,216.9,58.8
"18_short","repetition","pure","short","orientation",221.6947964,264.1,76.2,332.1,193.6
"18_short","repetition","pure","short","orientation",223.0614982,241.9,53.4,287.2,135.4
"18_short","repetition","pure","short","orientation",153.1751058,168.6,352.3,69.2,310.4
"18_short","repetition","pure","short","orientation",326.023456,306.7,356.6,162,96.2
"18_short","repetition","pure","short","orientation",151.3895403,113.4,333,60.6,176.6
"18_short","repetition","pure","short","orientation",151.3895403,190.5,141.2,275,48
"18_short","repetition","pure","short","orientation",188.1301024,155.7,251.5,201.7,349.9
"18_short","repetition","pure","short","orientation",186.2800071,197.9,8.7,285.7,91.2
"18_short","repetition","pure","short","orientation",132.6516467,36.1,119.1,285.2,236.1
"18_short","repetition","pure","short","orientation",334.1408159,106,252.6,166.2,308.2
"18_short","repetition","pure","short","orientation",48.22690963,210.8,357.8,283.3,165.1
"18_short","repetition","pure","short","orientation",217.3230183,117.6,234.1,182.8,334.1
"18_short","repetition","pure","short","orientation",215.5376778,164.5,51.5,227.3,110.3
"18_short","repetition","pure","short","orientation",310.446232,271.4,19.2,198.3,131.6
"18_short","repetition","pure","short","orientation",200.6701233,240.8,307.8,91.9,146.4
"18_short","repetition","pure","short","orientation",304.2403102,275,352.4,170.5,222.9
"18_short","repetition","pure","short","orientation",228.6444895,282.4,359.1,163.3,55.9
"18_short","repetition","pure","short","orientation",223.6588722,272.5,2.7,207.8,74.2
"18_short","repetition","pure","short","orientation",130.7431156,270.9,136.8,59.4,314
"18_short","repetition","pure","short","orientation",129.8055711,162.8,33.3,338.5,104.8
"18_short","repetition","pure","short","orientation",311.3861192,135,178.1,338.1,69.3
"18_short","repetition","pure","short","orientation",114.8686337,333.4,96.5,177.1,233.6
"18_short","repetition","pure","short","orientation",325.7920186,266.1,51.5,138.2,94
"18_short","repetition","pure","short","orientation",318.6522228,71.8,292.2,148.3,242.3
"18_short","repetition","pure","short","orientation",231.8164245,258.9,34.9,302.2,210.2
"18_short","repetition","pure","short","orientation",230.1633068,21.5,94.9,157,200.8
"18_short","repetition","pure","short","orientation",136.5030429,194.5,250.5,337.2,28.6
"18_short","repetition","pure","short","orientation",49.08561678,16.5,202.7,315.9,64.1
"18_short","repetition","pure","short","orientation",37.03038961,66.7,301.3,353.2,248.1
"18_short","repetition","pure","short","orientation",31.83528243,320.2,160.8,43.9,94
"18_short","repetition","pure","short","orientation",53.47114463,43.2,165.5,221.4,123.4
"18_short","repetition","pure","short","orientation",51.88473809,28.4,249.4,346.6,93.1
"18_short","repetition","pure","short","orientation",216.6239945,219.6,54.2,309.5,139.6
"18_short","repetition","pure","short","orientation",352.3039483,358.2,137.7,182,50.5
"18_short","repetition","pure","short","orientation",72.07967009,328.1,38.9,213.6,108
"18_short","repetition","pure","short","orientation",3.859344074,193.8,343.3,152.8,53.1
"18_short","repetition","pure","short","orientation",39.6290053,275.9,140.2,231.1,189.9
"18_short","repetition","pure","short","orientation",215.7307779,271.6,169.8,57.3,351.9
"18_short","repetition","pure","short","orientation",38.01566048,63,103.6,14,243.5
"18_short","repetition","pure","short","orientation",203.1629366,188.1,280.3,115.3,327.3
"18_short","repetition","pure","short","orientation",205.6241467,137.9,318.4,34.5,82.2
"18_short","repetition","pure","short","orientation",146.8972263,329.2,213,158,51.6
"18_short","repetition","pure","short","orientation",211.1224702,0.4,194.9,76,151.6
"18_short","repetition","pure","short","orientation",207.8240964,239.3,21,61.3,131.3
"18_short","repetition","pure","short","orientation",209.6831402,269.1,164.9,205.3,56.2
"18_short","repetition","pure","short","orientation",319.0334111,353.3,247,301,96.3
"18_short","repetition","pure","short","orientation",310.629203,306.9,216.9,55.4,266.6
"18_short","repetition","pure","short","orientation",88.1939747,52,188,299.1,6.3
"18_short","repetition","pure","short","orientation",45,37.1,277.2,192.6,85.5
"18_short","repetition","pure","short","orientation",155.9657118,221.3,34,336.5,296.2
"18_short","repetition","pure","short","orientation",186.28478,257.4,312.4,93.1,207.3
"18_short","repetition","pure","short","orientation",132.0559537,289,85,153.3,40
"18_short","repetition","pure","short","orientation",133.8703705,0.3,65.4,198.8,255.6
"18_short","repetition","pure","short","orientation",222.0219793,247.6,347.4,103.6,171.2
"18_short","repetition","pure","short","orientation",137.8271246,144.3,203.4,95.1,286
"18_short","repetition","pure","short","orientation",256.1814033,285.7,61.5,108.4,235.8
"18_short","repetition","pure","short","orientation",303.939993,277.4,29.8,75.2,229.7
"18_short","repetition","pure","short","orientation",229.3987054,70.9,21.1,156.1,330
"18_short","repetition","pure","short","orientation",44.06692648,45.7,232.5,290.4,97.1
"18_short","repetition","pure","short","orientation",227.2520443,182.6,11.1,296.1,238.3
"18_short","repetition","pure","short","orientation",306.3326128,63.1,122,171.7,257.3
"18_short","repetition","pure","short","orientation",15.1358355,82,263.6,126.8,356.4
"18_short","repetition","pure","short","orientation",119.4664483,150,198.6,79.2,341.2
"19_short","switch","pure","short","orientation",133.1431812,325.3,262.5,8.7,60.3
"19_short","repetition","pure","short","orientation",288.1561394,9.8,66.2,255.6,180.4
"19_short","repetition","pure","short","orientation",172.0705324,37.5,280.1,233,354.4
"19_short","repetition","pure","short","orientation",269.0419659,239.6,178.7,4.9,83.6
"19_short","repetition","pure","short","orientation",204.107971,197.7,253.2,113.3,48.7
"19_short","repetition","pure","short","orientation",304.2300118,295.2,208.9,357.1,97.4
"19_short","repetition","pure","short","orientation",227.5208279,345.4,245.4,97.2,179.9
"19_short","repetition","pure","short","orientation",103.2588722,111,218.1,41.4,289.3
"19_short","repetition","pure","short","orientation",273.1449575,275.2,2.6,88.2,185.3
"19_short","repetition","pure","short","orientation",351.1998021,352.6,188.2,249,82.2
"19_short","repetition","pure","short","orientation",183.1396601,170.5,220.2,276.8,354
"19_short","repetition","pure","short","orientation",301.0817298,281.5,133.2,48.1,7.1
"19_short","repetition","pure","short","orientation",307.8444585,323.2,64.6,266.1,206.9
"19_short","repetition","pure","short","orientation",25.68814344,30.3,192.7,149.5,330.9
"19_short","repetition","pure","short","orientation",294.9689873,127.5,74.4,321,172.7
"19_short","repetition","pure","short","orientation",113.8864999,149.5,67.5,26.4,328.4
"19_short","repetition","pure","short","orientation",188.7750557,210.6,5.8,169,105.4
"19_short","repetition","pure","short","orientation",230.1381186,256.9,209.8,311.5,142.8
"19_short","repetition","pure","short","orientation",337.5811079,333.1,92.6,134.3,208.7
"19_short","repetition","pure","short","orientation",347.7352263,355.8,176.3,245.4,308.3
"19_short","repetition","pure","short","orientation",66.76311017,166.5,51.3,211.1,103.5
"19_short","repetition","pure","short","orientation",276.44785,207.9,153.8,84.7,298.4
"19_short","repetition","pure","short","orientation",164.8959686,309.9,6.5,251.1,156.2
"19_short","repetition","pure","short","orientation",54.20404095,73.2,317.2,228.8,143.4
"19_short","repetition","pure","short","orientation",264.4381715,142.4,356.5,66.9,211.2
"19_short","repetition","pure","short","orientation",134.5212163,212.9,256.3,149.5,298.2
"19_short","repetition","pure","short","orientation",250.2126196,104.5,195.8,257.7,6.1
"19_short","repetition","pure","short","orientation",279.1460072,218.1,274,69.4,320.1
"19_short","repetition","pure","short","orientation",88.98422382,240.7,289.8,13.7,54.4
"19_short","repetition","pure","short","orientation",140.0680181,344,69.2,278.1,132.4
"19_short","repetition","pure","short","orientation",38.38047026,342.5,144,95.9,194.3
"19_short","repetition","pure","short","orientation",241.4628461,115.3,280.2,155.3,3.4
"19_short","repetition","pure","short","orientation",281.9620514,287.1,5.2,73.5,169.3
"19_short","repetition","pure","short","orientation",20.23244526,28.9,329.7,282.1,117.9
"19_short","repetition","pure","short","orientation",89.42896463,168.8,244.1,43.5,309.7
"19_short","repetition","pure","short","orientation",264.0531369,243.1,129.9,14.3,304
"19_short","repetition","pure","short","orientation",42.86838676,233.8,98.2,296,186.6
"19_short","repetition","pure","short","orientation",176.1518205,155.5,327.2,223.4,285.6
"19_short","repetition","pure","short","orientation",86.54482663,95.6,55.1,198.9,247.5
"19_short","repetition","pure","short","orientation",216.9205123,326.5,104.8,15.1,272.2
"19_short","repetition","pure","short","orientation",26.1243231,14.3,267.7,152,85.6
"19_short","repetition","pure","short","orientation",17.290532,114.1,231.5,59.3,4.1
"19_short","repetition","pure","short","orientation",141.0159907,145.2,12.8,96.8,53.8
"19_short","repetition","pure","short","orientation",137.8252918,145.1,200.9,340.2,84.4
"19_short","repetition","pure","short","orientation",57.90740867,96.6,301.4,194.6,343.2
"19_short","repetition","pure","short","orientation",260.819458,322.1,223.3,21.5,96.4
"19_short","repetition","pure","short","orientation",143.7345569,342.3,77.6,122.7,29.7
"19_short","repetition","pure","short","orientation",235.4147588,167.6,35.1,333.2,267.6
"19_short","repetition","pure","short","orientation",12.5495821,50.7,120.7,328.7,213.7
"19_short","repetition","pure","short","orientation",105.2289801,297.3,94.8,356.7,207.7
"19_short","repetition","pure","short","orientation",283.2985703,143.1,339.3,298.3,79.2
"19_short","repetition","pure","short","orientation",145.7203802,227.1,169.5,334.6,268
"19_short","repetition","pure","short","orientation",325.4191078,126.7,267,337.5,73
"19_short","repetition","pure","short","orientation",84.64417496,321.5,195.9,266.9,16
"19_short","repetition","pure","short","orientation",284.3917978,246.9,73,122.2,24.4
"19_short","repetition","pure","short","orientation",211.8701608,132,226.2,20.9,320.8
"19_short","repetition","pure","short","orientation",295.1894306,222.6,5.2,178.4,135.8
"19_short","repetition","pure","short","orientation",251.1905743,234.5,69,0.7,111.6
"19_short","repetition","pure","short","orientation",293.4985657,147.2,90.3,205.8,36.5
"19_short","repetition","pure","short","orientation",174.0938589,111.2,8.5,155.7,57.3
"19_short","repetition","pure","short","orientation",143.0870875,223.5,153.7,14.1,290.2
"19_short","repetition","pure","short","orientation",287.3722485,122.5,11.7,249.9,51.9
"19_short","repetition","pure","short","orientation",224.8920985,208.7,254.9,308.1,124.7
"19_short","repetition","pure","short","orientation",117.1961909,118.8,36.6,347.6,219.8
"19_short","repetition","pure","short","orientation",250.1447856,257.8,304.2,94.3,357.3
"19_short","repetition","pure","short","orientation",207.9289787,152.3,40.6,272.7,229.5
"19_short","repetition","pure","short","orientation",133.7422109,113,182.2,348.4,235.7
"19_short","repetition","pure","short","orientation",287.9044475,206.6,156.1,49.6,115.3
"19_short","repetition","pure","short","orientation",188.3374444,158.6,77.8,222,287.1
"19_short","repetition","pure","short","orientation",226.9556814,215.8,38.8,327.8,263.1
"19_short","repetition","pure","short","orientation",308.7718781,337.5,65.9,149.5,270.5
"19_short","repetition","pure","short","orientation",308.533118,165,317.4,56.7,109.7
"19_short","repetition","pure","short","orientation",212.2517744,324,141.3,237.6,89.8
"19_short","repetition","pure","short","orientation",325.7751874,299.5,197.4,238.7,41
"19_short","repetition","pure","short","orientation",33.64088661,330.9,117.7,204.7,268.4
"19_short","repetition","pure","short","orientation",252.3498758,246.2,180.7,37.3,341.5
"19_short","repetition","pure","short","orientation",62.89370925,334.3,78.1,171.5,293.3
"19_short","repetition","pure","short","orientation",171.7536792,47,2.5,169,127.9
"19_short","repetition","pure","short","orientation",324.8437234,98.6,324.3,167.8,239.9
"19_short","repetition","pure","short","orientation",213.4624787,310.4,77.4,190.9,241.8
"19_short","repetition","pure","short","orientation",311.5283855,311.3,239.4,17.8,121.2
"19_short","repetition","pure","short","orientation",67.41119809,146.6,80,205.7,336
"19_short","repetition","pure","short","orientation",266.143199,18.5,256,182.6,299.1
"19_short","repetition","pure","short","orientation",264.7461972,95.4,196.2,40.9,305.9
"19_short","repetition","pure","short","orientation",355.5391517,357.3,212.7,134.9,305.3
"19_short","repetition","pure","short","orientation",253.9741326,12.5,306.3,192.9,241.6
